ID,Outcome Date,Animal ID,Name,Outcome Status,Euthanasia Reason,Type,Sex,Spayed/Neutered,Primary Breed,Primary Color,Secondary Color,Date of Birth,Intake Date,Days in Shelter,Timestamp,Outcome,Age at Intake,Age Unknown,Adopted,Intake Month,Adopted Prob,Adoption Prob %
76378,2026 Jun 02 05:41:00 PM,26859,Beatrice,Reclaimed,,Cat,Female,Unknown,Domestic Shorthair,Torti Point,Other,2022-05-31,2026-05-28 19:22:00,5,2026 Sep 12 12:15:32 AM,Returned to owner,48.0,0,0,5,0.015873015873015872,1.59
76377,2026 Jun 02 05:40:00 PM,26858,Pumpkin,Reclaimed,,Cat,Female,Yes,Domestic Shorthair,White,Orange,2022-05-31,2026-05-28 19:22:00,5,2026 Sep 12 12:15:32 AM,Returned to owner,48.0,0,0,5,0.6048034934497817,60.48
76371,2026 Jun 02 05:24:50 PM,26895,,Adopted,,Cat,Female,Yes,Domestic Shorthair,Tabby,Blue,2026-03-27,2026-05-29 11:51:00,4,2026 Sep 12 12:15:32 AM,Adopted,2.0,0,1,5,0.9895138226882746,98.95
76363,2026 Jun 02 05:11:00 PM,26841,,Adopted,,Cat,Male,Yes,Domestic Shorthair,Grey Tabby,Unknown,2026-04-10,2026-05-28 15:14:00,5,2026 Sep 12 12:15:32 AM,Adopted,1.0,0,1,5,0.9895138226882746,98.95
76362,2026 Jun 02 05:10:35 PM,23281,Magpie (Petco),Adopted,,Cat,Female,Yes,Domestic Shorthair,Black,White,2026-03-18,2026-03-25 11:56:00,69,2026 Sep 12 12:15:32 AM,Adopted,0.0,0,1,3,0.9895138226882746,98.95
76361,2026 Jun 02 05:05:32 PM,23279,Chickadee (Petco),Adopted,,Cat,Female,Yes,Domestic Shorthair,Black,White,2026-03-18,2026-03-25 11:56:00,69,2026 Sep 12 12:15:32 AM,Adopted,0.0,0,1,3,0.9895138226882746,98.95
76360,2026 May 26 04:57:00 PM,25810,,Transfer Out,,Cat,Female,No,Domestic Shorthair,Brown Tabby,Unknown,2026-03-30,2026-05-11 14:47:00,15,2026 Sep 12 12:15:34 AM,Transferred,2.0,0,0,5,0.015873015873015872,1.59
76358,2026 Jun 02 04:55:18 PM,26574,Emerald,Adopted,,Cat,Female,Yes,Domestic Shorthair,Silver Tabby,Unknown,2026-03-15,2026-05-24 13:54:00,9,2026 Sep 12 12:15:32 AM,Adopted,2.0,0,1,5,0.9895138226882746,98.95
76356,2026 May 05 04:52:00 PM,24644,,Transfer Out,,Cat,Male,No,Domestic Shorthair,Brown Tabby,White,2026-04-06,2026-04-20 11:51:00,15,2026 Sep 12 12:15:41 AM,Transferred,0.0,0,0,4,0.044036697247706424,4.4
76355,2026 May 05 04:52:00 PM,24746,,Transfer Out,,Kitten,Female,No,Domestic Shorthair,Black,Unknown,2026-04-15,2026-04-22 12:51:00,13,2026 Sep 12 12:15:41 AM,Transferred,0.0,0,0,4,0.0,0.0
76352,2026 May 15 04:48:00 PM,25748,,Transfer Out,,Kitten,Male,No,Domestic Shorthair,Cream,Unknown,2026-04-19,2026-05-10 11:51:00,5,2026 Sep 12 12:15:37 AM,Transferred,1.0,0,0,5,0.0,0.0
76351,2026 May 15 04:48:00 PM,25747,,Transfer Out,,Kitten,Female,No,Domestic Shorthair,Blue,Unknown,2026-04-19,2026-05-10 11:51:00,5,2026 Sep 12 12:15:37 AM,Transferred,1.0,0,0,5,0.0,0.0
76350,2026 May 08 04:46:00 PM,25367,,Transfer Out,,Kitten,Female,No,Domestic Shorthair,White,Grey Tabby,2026-04-20,2026-05-04 13:37:00,4,2026 Sep 12 12:15:39 AM,Transferred,1.0,0,0,5,0.0,0.0
76349,2026 May 08 04:46:00 PM,25365,,Transfer Out,,Kitten,Male,No,Domestic Shorthair,White,Black,2026-04-20,2026-05-04 13:02:00,4,2026 Sep 12 12:15:39 AM,Transferred,1.0,0,0,5,0.0,0.0
76348,2026 May 09 04:42:00 PM,25348,,Transfer Out,,Kitten,Unknown,Unknown,Domestic Shorthair,Grey Tabby,Unknown,2026-04-27,2026-05-04 09:43:00,5,2026 Sep 12 12:15:39 AM,Transferred,1.0,0,0,5,0.0,0.0
76347,2026 May 09 04:42:00 PM,25347,,Transfer Out,,Kitten,Unknown,Unknown,Domestic Shorthair,Orange Tabby,Unknown,2026-04-27,2026-05-04 09:42:00,5,2026 Sep 12 12:15:39 AM,Transferred,1.0,0,0,5,0.0,0.0
76344,2026 Jun 02 04:33:59 PM,26667,Dixie,Adopted,,Cat,Unknown,Yes,Domestic Shorthair,Black,Black,2025-09-27,2026-05-26 12:36:00,7,2026 Sep 12 12:15:32 AM,Adopted,8.0,0,1,5,0.9047619047619048,90.48
76343,2026 Jun 02 04:22:36 PM,26898,,Adopted,,Cat,Female,Yes,Domestic Shorthair,Brown Tabby,Brown Tabby,2026-03-27,2026-05-29 11:51:00,4,2026 Sep 12 12:15:32 AM,Adopted,2.0,0,1,5,0.9895138226882746,98.95
76341,2026 May 22 04:09:00 PM,26200,,Transfer Out,,Kitten,Unknown,Unknown,Domestic Shorthair,Brown Tabby,White,2026-05-04,2026-05-18 11:42:00,4,2026 Sep 12 12:15:35 AM,Transferred,0.0,0,0,5,0.0,0.0
76340,2026 May 22 04:09:00 PM,26199,,Transfer Out,,Kitten,Unknown,Unknown,Domestic Shorthair,Brown Tabby,Unknown,2026-05-04,2026-05-18 11:42:00,4,2026 Sep 12 12:15:35 AM,Transferred,0.0,0,0,5,0.0,0.0
76339,2026 May 22 04:09:00 PM,26198,,Transfer Out,,Kitten,Unknown,Unknown,Domestic Shorthair,Brown Tabby,Unknown,2026-05-04,2026-05-18 11:42:00,4,2026 Sep 12 12:15:35 AM,Transferred,0.0,0,0,5,0.0,0.0
76338,2026 May 22 04:09:00 PM,26197,,Transfer Out,,Kitten,Unknown,Unknown,Domestic Shorthair,Brown Tabby,Unknown,2026-05-04,2026-05-18 11:42:00,4,2026 Sep 12 12:15:35 AM,Transferred,0.0,0,0,5,0.0,0.0
76337,2026 May 22 04:09:00 PM,26196,Polly,Transfer Out,,Cat,Female,Unknown,Domestic Shorthair,Brown Tabby,White,2025-09-18,2026-05-18 11:42:00,4,2026 Sep 12 12:15:35 AM,Transferred,8.0,0,0,5,0.015873015873015872,1.59
76312,2026 Jun 02 03:15:00 PM,27122,Pumpkin,Euthanized,Trauma,Cat,Male,Yes,Domestic Medium Hair,Orange Tabby,Unknown,2023-06-02,2026-06-02 11:45:00,0,2026 Sep 12 12:15:32 AM,Death,36.0,0,0,6,0.7666666666666667,76.67
76291,2026 Jun 02 01:56:12 PM,25127,Tux,Adopted,,Cat,Male,Yes,Domestic Shorthair,Black,White,2026-03-04,2026-04-29 11:33:00,34,2026 Sep 12 12:15:32 AM,Adopted,1.0,0,1,4,0.9895138226882746,98.95
76171,2026 Jun 02 10:18:00 AM,26273,,Unassisted Death - In Foster,,Kitten,Male,No,Domestic Shorthair,Brown Tabby,Brown Tabby,2026-04-07,2026-05-19 12:29:00,14,2026 Sep 12 12:15:32 AM,Death,1.0,0,0,5,0.0,0.0
76146,2026 Jun 02 08:21:00 AM,26652,Pebbles,Unassisted Death,,Kitten,Male,No,Domestic Shorthair,Orange Tabby,Unknown,2026-04-21,2026-05-26 12:06:00,7,2026 Sep 12 12:15:32 AM,Death,1.0,0,0,5,0.0,0.0
76145,2026 Jun 02 08:15:00 AM,26662,,Transfer Out,,Cat,Unknown,Unknown,Domestic Shorthair,Blue,Unknown,2024-05-26,2026-05-26 12:09:00,7,2026 Sep 12 12:15:32 AM,Transferred,24.0,0,0,5,0.015873015873015872,1.59
76144,2026 Jun 02 08:15:00 AM,26925,,Transfer Out,,Cat,Unknown,Unknown,Domestic Shorthair,Brown Tabby,Unknown,2025-05-30,2026-05-29 14:11:00,4,2026 Sep 12 12:15:32 AM,Transferred,12.0,0,0,5,0.015873015873015872,1.59
76143,2026 Jun 02 08:15:00 AM,26926,,Transfer Out,,Cat,Female,Unknown,Domestic Shorthair,Muted Calico,Unknown,2025-05-30,2026-05-29 14:11:00,4,2026 Sep 12 12:15:32 AM,Transferred,12.0,0,0,5,0.015873015873015872,1.59
76142,2026 Jun 02 08:15:00 AM,26932,Salem,Transfer Out,,Cat,Female,No,Domestic Medium Hair,Black,Unknown,2024-05-31,2026-05-29 15:45:00,4,2026 Sep 12 12:15:32 AM,Transferred,24.0,0,0,5,0.015873015873015872,1.59
76141,2026 Jun 02 08:15:00 AM,26295,,Transfer Out,,Cat,Male,No,Domestic Shorthair,Brown Tabby,Cream,2023-05-19,2026-05-19 14:53:00,14,2026 Sep 12 12:15:32 AM,Transferred,36.0,0,0,5,0.044036697247706424,4.4
76140,2026 Jun 02 08:08:00 AM,25422,Agatha,Transfer Out,,Cat,Female,No,Domestic Shorthair,Orange Tabby,Unknown,2024-11-05,2026-05-05 12:25:00,28,2026 Sep 12 12:15:32 AM,Transferred,18.0,0,0,5,0.015873015873015872,1.59
76139,2026 Jun 02 08:08:00 AM,26728,,Transfer Out,,Cat,Female,No,Domestic Shorthair,Black,Unknown,2023-05-27,2026-05-27 12:08:00,6,2026 Sep 12 12:15:32 AM,Transferred,36.0,0,0,5,0.015873015873015872,1.59
76138,2026 Jun 02 08:08:00 AM,26741,,Transfer Out,,Cat,Female,No,Domestic Shorthair,Black,Unknown,2024-05-27,2026-05-27 14:20:00,6,2026 Sep 12 12:15:32 AM,Transferred,24.0,0,0,5,0.015873015873015872,1.59
76137,2026 Jun 02 08:08:00 AM,26740,,Transfer Out,,Cat,Female,No,Domestic Shorthair,Blue,Unknown,2025-05-27,2026-05-27 14:20:00,6,2026 Sep 12 12:15:32 AM,Transferred,12.0,0,0,5,0.015873015873015872,1.59
76136,2026 Jun 02 08:08:00 AM,26732,,Transfer Out,,Cat,Unknown,Unknown,Domestic Shorthair,Brown Tabby,White,2025-05-27,2026-05-27 12:33:00,6,2026 Sep 12 12:15:32 AM,Transferred,12.0,0,0,5,0.015873015873015872,1.59
76125,2026 Jun 01 07:35:07 PM,25425,Zelda,Adopted,,Cat,Female,Yes,Domestic Medium Hair,Calico,Unknown,2026-04-07,2026-05-05 12:25:00,27,2026 Sep 12 12:15:32 AM,Adopted,1.0,0,1,5,0.9895138226882746,98.95
76124,2026 Jun 01 07:34:37 PM,25426,Sabrina,Adopted,,Cat,Female,Yes,Domestic Shorthair,Calico,Unknown,2026-04-07,2026-05-05 12:25:00,27,2026 Sep 12 12:15:32 AM,Adopted,1.0,0,1,5,0.9895138226882746,98.95
76120,2026 Jun 01 06:46:20 PM,26641,Aladdin,Adopted,,Cat,Male,Yes,Domestic Shorthair,Black,Unknown,2026-04-11,2026-05-26 11:25:00,6,2026 Sep 12 12:15:32 AM,Adopted,1.0,0,1,5,0.9895138226882746,98.95
76117,2026 Jun 01 06:21:01 PM,26056,Aria,Adopted,,Cat,Female,Yes,Domestic Shorthair,Orange Tabby,Unknown,2021-05-27,2026-05-27 11:52:00,5,2026 Sep 12 12:15:32 AM,Adopted,60.0,0,1,5,0.6048034934497817,60.48
76113,2026 Jun 01 05:51:52 PM,26920,Corn,Adopted,,Cat,Male,Yes,Domestic Shorthair,Brown Tabby,White,2026-03-03,2026-05-29 13:17:00,3,2026 Sep 12 12:15:32 AM,Adopted,2.0,0,1,5,0.9895138226882746,98.95
76112,2026 Jun 01 05:50:17 PM,26919,Kyle,Adopted,,Cat,Male,Yes,Domestic Shorthair,Black,Unknown,2026-03-03,2026-05-29 13:17:00,3,2026 Sep 12 12:15:32 AM,Adopted,2.0,0,1,5,0.9895138226882746,98.95
76111,2026 Jun 01 05:45:06 PM,25745,Lizzie,Adopted,,Cat,Female,Yes,Domestic Shorthair,Brown Tabby,Unknown,2024-05-10,2026-05-10 10:01:00,22,2026 Sep 12 12:15:32 AM,Adopted,24.0,0,1,5,0.7666666666666667,76.67
76110,2026 Jun 01 05:36:03 PM,26560,Sandy,Adopted,,Cat,Female,Yes,Domestic Shorthair,Brown Tabby,Unknown,2026-04-12,2026-05-23 22:05:00,9,2026 Sep 12 12:15:32 AM,Adopted,1.0,0,1,5,0.9895138226882746,98.95
76109,2026 Jun 01 05:29:00 PM,27080,,Transfer Out,,Kitten,Female,No,Domestic Shorthair,Black,White,2026-05-04,2026-06-01 15:58:00,0,2026 Sep 12 12:15:32 AM,Transferred,1.0,0,0,6,0.0,0.0
76108,2026 Jun 01 05:29:00 PM,27068,,Transfer Out,,Kitten,Male,No,Domestic Shorthair,Cream,Unknown,2026-05-04,2026-06-01 13:40:00,0,2026 Sep 12 12:15:32 AM,Transferred,1.0,0,0,6,0.0,0.0
76106,2026 Jun 01 05:13:05 PM,26602,,Adopted,,Cat,Male,Yes,Domestic Shorthair,Grey Tabby,Unknown,2026-04-13,2026-05-25 08:52:00,7,2026 Sep 12 12:15:32 AM,Adopted,1.0,0,1,5,0.9895138226882746,98.95
76105,2026 Jun 01 05:01:14 PM,26243,Natasha,Adopted,,Cat,Female,Yes,Domestic Shorthair,Muted Calico,White,2026-03-10,2026-05-18 17:30:00,14,2026 Sep 12 12:15:32 AM,Adopted,2.0,0,1,5,0.9895138226882746,98.95
76101,2026 Jun 01 04:19:35 PM,26651,Nico,Adopted,,Kitten,Male,Yes,Domestic Medium Hair,Grey Tabby,Unknown,2026-04-16,2026-05-26 12:06:00,6,2026 Sep 12 12:15:32 AM,Adopted,1.0,0,1,5,0.9895138226882746,98.95
76098,2026 Jun 01 04:15:39 PM,26565,,Adopted,,Cat,Male,Yes,Domestic Shorthair,White,Grey,2026-04-05,2026-05-24 09:22:00,8,2026 Sep 12 12:15:32 AM,Adopted,1.0,0,1,5,0.9895138226882746,98.95
76094,2026 Jun 01 03:49:00 PM,26783,,Return to Habitat,,Cat,Male,Yes,Domestic Shorthair,Black,Unknown,2020-05-28,2026-05-28 11:11:00,4,2026 Sep 12 12:15:32 AM,Return to habitat,72.0,0,0,5,0.6048034934497817,60.48
76092,2026 Jun 01 03:23:00 PM,27011,,Reclaimed,,Cat,Male,Unknown,Domestic Long Hair,Grey,Black,2023-06-01,2026-06-01 08:02:00,0,2026 Sep 12 12:15:32 AM,Returned to owner,36.0,0,0,6,0.25,25.0
76086,2026 Jun 01 02:47:00 PM,26976,,Unassisted Death,,Kitten,Unknown,Unknown,Domestic Shorthair,Orange Tabby,Brown Tabby,2026-04-25,2026-05-30 13:39:00,2,2026 Sep 12 12:15:32 AM,Death,1.0,0,0,5,0.0,0.0
76076,2026 Jun 01 02:00:00 PM,27052,,Transfer Out,,Kitten,Unknown,Unknown,Domestic Shorthair,Grey,White,,2026-06-01 12:14:00,0,2026 Sep 12 12:15:34 AM,Transferred,3.0,1,0,6,0.0,0.0
76075,2026 Jun 01 02:00:00 PM,27050,,Transfer Out,,Kitten,Unknown,Unknown,Domestic Shorthair,Grey,White,,2026-06-01 12:14:00,0,2026 Sep 12 12:15:34 AM,Transferred,3.0,1,0,6,0.0,0.0
76074,2026 Jun 01 02:00:00 PM,27049,,Transfer Out,,Kitten,Male,No,Domestic Shorthair,Grey,Unknown,2026-05-11,2026-06-01 12:14:00,0,2026 Sep 12 12:15:34 AM,Transferred,1.0,0,0,6,0.0,0.0
76073,2026 Jun 01 02:00:00 PM,27035,,Transfer Out,,Kitten,Unknown,Unknown,Domestic Medium Hair,Blue,Unknown,2026-04-20,2026-06-01 11:33:00,0,2026 Sep 12 12:15:34 AM,Transferred,2.0,0,0,6,0.0,0.0
76072,2026 Jun 01 02:00:00 PM,27034,,Transfer Out,,Kitten,Unknown,Unknown,Domestic Medium Hair,Muted Tortoiseshell,Unknown,2026-04-20,2026-06-01 11:33:00,0,2026 Sep 12 12:15:34 AM,Transferred,2.0,0,0,6,0.0,0.0
76071,2026 Jun 01 02:00:00 PM,27033,,Transfer Out,,Kitten,Unknown,Unknown,Domestic Medium Hair,Black,Unknown,2026-04-20,2026-06-01 11:33:00,0,2026 Sep 12 12:15:34 AM,Transferred,2.0,0,0,6,0.0,0.0
76070,2026 Jun 01 02:00:00 PM,27032,,Transfer Out,,Kitten,Unknown,Unknown,Domestic Medium Hair,Black,Unknown,2026-04-20,2026-06-01 11:33:00,0,2026 Sep 12 12:15:34 AM,Transferred,2.0,0,0,6,0.0,0.0
76069,2026 Jun 01 02:00:00 PM,27005,,Transfer Out,,Kitten,Male,No,Domestic Shorthair,Brown Tabby,Unknown,2026-05-03,2026-05-31 12:08:00,1,2026 Sep 12 12:15:34 AM,Transferred,0.0,0,0,5,0.0,0.0
76068,2026 Jun 01 02:00:00 PM,27004,,Transfer Out,,Kitten,Male,No,Domestic Shorthair,Brown Tabby,Unknown,2026-05-03,2026-05-31 12:08:00,1,2026 Sep 12 12:15:34 AM,Transferred,0.0,0,0,5,0.0,0.0
76067,2026 Jun 01 02:00:00 PM,27003,,Transfer Out,,Kitten,Male,No,Domestic Shorthair,Brown Tabby,Unknown,2026-05-03,2026-05-31 12:08:00,1,2026 Sep 12 12:15:34 AM,Transferred,0.0,0,0,5,0.0,0.0
76045,2026 Jun 01 12:50:12 PM,25227,,Adopted,,Cat,Female,Yes,Domestic Shorthair,Brown Tabby,Unknown,2026-03-20,2026-05-01 12:07:00,31,2026 Sep 12 12:15:34 AM,Adopted,2.0,0,1,5,0.9895138226882746,98.95
75946,2026 May 31 06:55:00 PM,26006,DOLLY,Adopted,,Cat,Female,Yes,Domestic Shorthair,Black,White,2026-04-02,2026-05-14 16:15:00,17,2026 Sep 12 12:15:34 AM,Adopted,1.0,0,1,5,0.9895138226882746,98.95
75927,2026 May 31 03:53:00 PM,27006,,Transfer Out,,Kitten,Male,No,Domestic Medium Hair,Brown Tabby,White,2026-04-19,2026-05-31 13:26:00,0,2026 Sep 12 12:15:34 AM,Transferred,1.0,0,0,5,0.0,0.0
75923,2026 May 31 03:23:27 PM,24082,Sparkle,Adopted,,Cat,Female,Yes,Domestic Shorthair,Blue,Grey,2025-04-10,2026-05-04 11:46:00,27,2026 Sep 12 12:15:34 AM,Adopted,13.0,0,1,5,0.7666666666666667,76.67
75922,2026 May 31 03:20:27 PM,25693,Guero,Adopted,,Cat,Male,Yes,Domestic Shorthair,Brown Tabby,White,2026-04-11,2026-05-08 16:35:00,23,2026 Sep 12 12:15:34 AM,Adopted,1.0,0,1,5,0.9895138226882746,98.95
75920,2026 May 31 03:17:29 PM,25692,Suerte,Adopted,,Cat,Male,Yes,Domestic Shorthair,Brown Tabby,White,2026-04-11,2026-05-08 16:35:00,23,2026 Sep 12 12:15:34 AM,Adopted,1.0,0,1,5,0.9895138226882746,98.95
75919,2026 May 31 03:16:51 PM,25691,Torchy,Adopted,,Cat,Male,Yes,Domestic Shorthair,Brown Tabby,Unknown,2026-04-11,2026-05-08 16:35:00,23,2026 Sep 12 12:15:34 AM,Adopted,1.0,0,1,5,0.9895138226882746,98.95
75918,2026 May 31 03:14:28 PM,25690,Nixta,Adopted,,Cat,Female,Yes,Domestic Shorthair,Torbie,White,2026-04-11,2026-05-08 16:35:00,23,2026 Sep 12 12:15:34 AM,Adopted,1.0,0,1,5,0.9895138226882746,98.95
75917,2026 May 31 03:13:39 PM,25689,Paprika,Adopted,,Cat,Female,Yes,Domestic Shorthair,Torbie,White,2026-04-11,2026-05-08 16:35:00,23,2026 Sep 12 12:15:34 AM,Adopted,1.0,0,1,5,0.9895138226882746,98.95
75915,2026 May 31 03:09:34 PM,25688,Alma,Adopted,,Cat,Female,Yes,Domestic Shorthair,Torbie,White,2023-05-09,2026-05-08 16:35:00,23,2026 Sep 12 12:15:34 AM,Adopted,36.0,0,1,5,0.7666666666666667,76.67
75910,2026 May 31 02:35:01 PM,26212,Coco,Adopted,,Cat,Female,Yes,Domestic Shorthair,Black,White,2026-03-16,2026-05-18 12:21:00,13,2026 Sep 12 12:15:34 AM,Adopted,2.0,0,1,5,0.9895138226882746,98.95
75908,2026 May 31 02:16:15 PM,25423,Merlin,Adopted,,Cat,Male,Yes,Domestic Shorthair,Orange Tabby,White,2026-04-07,2026-05-05 12:25:00,26,2026 Sep 12 12:15:34 AM,Adopted,1.0,0,1,5,0.9895138226882746,98.95
75893,2026 May 31 01:02:00 PM,26983,,Transfer Out,,Kitten,Male,No,Domestic Shorthair,Cream,Cream Ginger Tabby,2026-05-02,2026-05-30 14:33:00,1,2026 Sep 12 12:15:34 AM,Transferred,0.0,0,0,5,0.0,0.0
75892,2026 May 31 01:02:00 PM,26964,,Transfer Out,,Kitten,Female,No,Domestic Medium Hair,White,Calico,2026-04-26,2026-05-29 20:48:00,2,2026 Sep 12 12:15:34 AM,Transferred,1.0,0,0,5,0.0,0.0
75891,2026 May 31 01:01:00 PM,26939,,Transfer Out,,Kitten,Male,No,Domestic Shorthair,Black,White,2026-04-18,2026-05-29 15:57:00,2,2026 Sep 12 12:15:34 AM,Transferred,1.0,0,0,5,0.0,0.0
75890,2026 May 31 01:01:00 PM,26938,,Transfer Out,,Kitten,Male,No,Domestic Shorthair,Black,White,2026-04-18,2026-05-29 15:57:00,2,2026 Sep 12 12:15:34 AM,Transferred,1.0,0,0,5,0.0,0.0
75889,2026 May 31 01:01:00 PM,26937,,Transfer Out,,Kitten,Male,No,Domestic Shorthair,Black,White,2026-04-18,2026-05-29 15:57:00,2,2026 Sep 12 12:15:34 AM,Transferred,1.0,0,0,5,0.0,0.0
75888,2026 May 31 01:01:00 PM,26936,,Transfer Out,,Kitten,Male,No,Domestic Shorthair,Black,White,2026-05-02,2026-05-29 15:57:00,2,2026 Sep 12 12:15:34 AM,Transferred,0.0,0,0,5,0.0,0.0
75887,2026 May 31 01:01:00 PM,26935,,Transfer Out,,Kitten,Male,No,Domestic Shorthair,Black,White,2026-05-02,2026-05-29 15:57:00,2,2026 Sep 12 12:15:34 AM,Transferred,0.0,0,0,5,0.0,0.0
75886,2026 May 31 01:01:00 PM,26934,,Transfer Out,,Kitten,Male,No,Domestic Shorthair,Black,White,2026-04-19,2026-05-29 15:57:00,2,2026 Sep 12 12:15:34 AM,Transferred,1.0,0,0,5,0.0,0.0
75877,2026 May 31 11:51:00 AM,25716,Chita,Adopted,,Cat,Female,Yes,Domestic Shorthair,White,Unknown,2025-11-09,2026-05-09 11:20:00,22,2026 Sep 12 12:15:34 AM,Adopted,6.0,0,1,5,0.9047619047619048,90.48
75838,2026 May 30 07:02:58 PM,26521,Kiba,Adopted,,Cat,Male,Yes,Domestic Shorthair,Black,White,2021-05-22,2026-05-22 22:48:00,8,2026 Sep 12 12:15:34 AM,Adopted,60.0,0,1,5,0.6048034934497817,60.48
75837,2026 May 30 06:52:27 PM,26750,Fergie,Adopted Altered,,Cat,Female,Yes,Domestic Shorthair,Torbie,Unknown,2026-03-11,2026-05-27 14:35:00,3,2026 Sep 12 12:15:34 AM,Adopted,2.0,0,1,5,0.9895138226882746,98.95
75836,2026 May 30 06:48:38 PM,26747,Boogie,Adopted Altered,,Cat,Male,Yes,Domestic Shorthair,Grey,Unknown,2026-03-11,2026-05-27 14:35:00,3,2026 Sep 12 12:15:34 AM,Adopted,2.0,0,1,5,0.9895138226882746,98.95
75833,2026 May 30 06:38:41 PM,18188,Vic,Adopted,,Cat,Male,Yes,Domestic Shorthair,Orange Tabby,Unknown,2025-06-17,2025-11-17 11:09:00,194,2026 Sep 12 12:15:34 AM,Adopted,5.0,0,1,11,0.9047619047619048,90.48
75827,2026 May 30 06:04:00 PM,26749,Oogie,Adopted,,Cat,Male,Yes,Domestic Shorthair,Grey,Unknown,2026-03-11,2026-05-27 14:35:00,3,2026 Sep 12 12:15:34 AM,Adopted,2.0,0,1,5,0.9895138226882746,98.95
75826,2026 May 30 06:00:32 PM,24710,Coco,Adopted,,Cat,Female,Yes,Domestic Shorthair,Grey Tabby,Unknown,2026-03-31,2026-04-28 11:53:00,32,2026 Sep 12 12:15:34 AM,Adopted,1.0,0,1,4,0.9895138226882746,98.95
75804,2026 May 30 04:06:10 PM,24918,Baby,Adopted,,Cat,Female,Yes,Domestic Medium Hair,Grey,White,2023-04-26,2026-05-22 13:27:00,8,2026 Sep 12 12:15:34 AM,Adopted,37.0,0,1,5,0.7666666666666667,76.67
75801,2026 May 30 03:53:00 PM,26961,,Transfer Out,,Kitten,Female,No,Domestic Medium Hair,Black,Unknown,2026-05-09,2026-05-29 18:35:00,1,2026 Sep 12 12:15:34 AM,Transferred,0.0,0,0,5,0.0,0.0
75773,2026 May 30 02:15:26 PM,25262,Jellybean,Adopted Altered,,Cat,Male,Yes,Domestic Shorthair,Grey Tabby,Unknown,2026-03-04,2026-05-02 14:55:00,28,2026 Sep 12 12:15:34 AM,Adopted,2.0,0,1,5,0.9895138226882746,98.95
75754,2026 May 30 12:34:00 PM,26290,,Transfer Out,,Kitten,Male,No,Domestic Shorthair,Blue,Blue,2026-04-22,2026-05-19 14:28:00,11,2026 Sep 12 12:15:34 AM,Transferred,1.0,0,0,5,0.0,0.0
75753,2026 May 30 12:16:00 PM,26806,Panthera,Reclaimed,,Cat,Female,Yes,Domestic Shorthair,Torbie,Unknown,2023-05-28,2026-05-28 12:02:00,2,2026 Sep 12 12:15:34 AM,Returned to owner,36.0,0,0,5,0.7666666666666667,76.67
75688,2026 May 29 07:02:00 PM,26748,Kitten,Adopted,,Cat,Female,Yes,Domestic Shorthair,Torbie,Unknown,2026-03-11,2026-05-27 14:35:00,2,2026 Sep 12 12:15:34 AM,Adopted,2.0,0,1,5,0.9895138226882746,98.95
75639,2026 May 29 04:49:00 PM,26407,Crusher,Adopted,,Cat,Male,Yes,Domestic Medium Hair,Brown Tabby,White,2017-07-21,2026-05-21 12:51:00,8,2026 Sep 12 12:15:34 AM,Adopted,106.0,0,1,5,0.6048034934497817,60.48
75635,2026 May 29 04:43:00 PM,26888,,Transfer Out,,Kitten,Unknown,Unknown,Domestic Shorthair,Brown Tabby,Unknown,2026-05-15,2026-05-29 11:34:00,0,2026 Sep 12 12:15:34 AM,Transferred,0.0,0,0,5,0.0,0.0
75604,2026 May 29 03:17:28 PM,25535,Miso,Adopted,,Cat,Female,Yes,Domestic Shorthair,Black,White,2026-03-26,2026-05-06 14:45:00,23,2026 Sep 12 12:15:34 AM,Adopted,2.0,0,1,5,0.9895138226882746,98.95
75571,2026 May 29 01:08:00 PM,26877,,Transfer Out,,Kitten,Unknown,Unknown,Domestic Shorthair,Black,White,2026-04-24,2026-05-29 11:08:00,0,2026 Sep 12 12:15:34 AM,Transferred,1.0,0,0,5,0.0,0.0
75570,2026 May 29 01:08:00 PM,26603,,Transfer Out,,Kitten,Male,No,Domestic Shorthair,Tabby,Unknown,2026-04-20,2026-05-25 10:03:00,4,2026 Sep 12 12:15:34 AM,Transferred,1.0,0,0,5,0.0,0.0
75569,2026 May 29 01:08:00 PM,26879,Ash,Transfer Out,,Kitten,Unknown,Unknown,Domestic Shorthair,Blue,Unknown,2026-04-29,2026-05-29 11:22:00,0,2026 Sep 12 12:15:34 AM,Transferred,1.0,0,0,5,0.0,0.0
75568,2026 May 29 01:08:00 PM,26866,,Transfer Out,,Kitten,Male,Unknown,Domestic Shorthair,Orange Tabby,Unknown,2026-05-22,2026-05-29 09:50:00,0,2026 Sep 12 12:15:34 AM,Transferred,0.0,0,0,5,0.0,0.0
75494,2026 May 29 10:45:00 AM,26578,,Transfer Out,,Kitten,Male,No,Domestic Shorthair,Blue,Tabby,2026-04-19,2026-05-24 14:18:00,5,2026 Sep 12 12:15:34 AM,Transferred,1.0,0,0,5,0.0,0.0
75493,2026 May 29 10:45:00 AM,26577,,Transfer Out,,Kitten,Male,No,Domestic Shorthair,Blue,Tabby,2026-04-19,2026-05-24 14:18:00,5,2026 Sep 12 12:15:34 AM,Transferred,1.0,0,0,5,0.0,0.0
